requestDate,requestSize,request,responseDate,responseSize,totalResults
2003-03-01 09:33:20.200000,162,alpraz,2003-03-01 09:33:20.224000,22670,6
2003-03-01 09:32:20.668000,160,lamic,2003-03-01 09:32:20.678000,26040,13
2003-03-01 09:32:30.484000,163,PERCOCET,2003-03-01 09:32:30.492000,3913,1
2003-03-01 09:32:19.246000,157,la,2003-03-01 09:32:19.275000,81255,570
2003-03-01 09:29:48.363000,180,hydrocodone-acetaminophen,2003-03-01 09:29:48.385000,23715,12
2003-03-01 09:29:45.178000,166,Seroquel XR,2003-03-01 09:29:45.184000,6171,2
2003-03-01 09:30:30.158000,164,wellbutri,2003-03-01 09:30:30.164000,5313,2
2003-03-01 09:30:32.121000,168,wellbutrin xl,2003-03-01 09:30:32.127000,2239,1
2003-03-01 09:28:40.993000,162,duonebs,2003-03-01 09:28:40.999000,41,0
2003-03-01 09:28:35.487000,158,duo,2003-03-01 09:28:35.494000,9144,9
2003-03-01 09:41:11.014000,162,gabapen,2003-03-01 09:41:11.024000,23916,11
2003-03-01 09:32:18.764000,156,l,2003-03-01 09:32:18.823000,73828,1778
2003-03-01 09:36:40.457000,164,Synthroid,2003-03-01 09:36:40.463000,12413,1
2003-03-01 09:35:42.138000,157,de,2003-03-01 09:35:42.194000,69930,714
2003-03-01 09:34:39.040000,165,tizanidine,2003-03-01 09:34:39.060000,11144,5
2003-03-01 09:45:56.347000,159,vali,2003-03-01 09:45:56.355000,5158,3
2003-03-01 09:46:14.777000,162,wellbut,2003-03-01 09:46:14.786000,5313,2
2003-03-01 09:45:42.864000,159,pota,2003-03-01 09:45:42.881000,64697,92
2003-03-01 09:30:42.690000,163,morphine,2003-03-01 09:30:42.786000,91613,28
2003-03-01 09:42:54.463000,161,morpho,2003-03-01 09:42:54.469000,41,0
2003-03-01 09:09:25.347000,161,latida,2003-03-01 09:09:25.352000,41,0
2003-03-01 09:09:27.395000,161,latuda,2003-03-01 09:09:27.400000,4745,1
2003-03-01 09:16:42.236000,157,we,2003-03-01 09:16:42.246000,22174,15
2003-03-01 09:21:03.422000,163,Percocet,2003-03-01 09:21:03.444000,3913,1
2003-03-01 09:22:33.241000,162,zithro,2003-03-01 09:22:33.247000,9538,6
2003-03-01 09:22:37.635000,156,l,2003-03-01 09:22:37.638000,88,"""invalidAuthenticationToken"",""errorMessage"":""Invalid Authentication Toke"
2003-03-01 09:23:51.173000,160,Norco,2003-03-01 09:23:51.189000,3118,1
2003-03-01 09:22:00.263000,158,tob,2003-03-01 09:22:00.267000,15469,14
2003-03-01 09:23:51.128000,160,loraz,2003-03-01 09:23:51.132000,88,"""invalidAuthenticationToken"",""errorMessage"":""Invalid Authentication Toke"
2003-03-01 09:23:51.306000,158,lor,2003-03-01 09:23:51.310000,88,"""invalidAuthenticationToken"",""errorMessage"":""Invalid Authentication Toke"
2003-03-01 09:23:51.514000,156,l,2003-03-01 09:23:51.518000,88,"""invalidAuthenticationToken"",""errorMessage"":""Invalid Authentication Toke"
2003-03-01 09:22:00.989000,158,ati,2003-03-01 09:22:00.992000,88,"""invalidAuthenticationToken"",""errorMessage"":""Invalid Authentication Toke"
2003-03-01 09:23:03.442000,162,zithro,2003-03-01 09:23:03.447000,9538,6
2003-03-01 09:14:39.989000,160,proza,2003-03-01 09:14:39.994000,3190,1
2003-03-01 09:15:21.345000,158,TOB,2003-03-01 09:15:21.363000,15469,14
2003-03-01 09:14:39.372000,159,proz,2003-03-01 09:14:39.377000,3190,1
2003-03-01 09:14:27.323000,157,Xa,2003-03-01 09:14:27.338000,28521,16
2003-03-01 09:11:01.755000,166,benzonatate,2003-03-01 09:11:01.761000,4599,2
2003-03-01 09:11:06.723000,174,hydroxyzine pamoate,2003-03-01 09:11:06.730000,6461,3
2003-03-01 09:24:37.552000,157,fl,2003-03-01 09:24:37.577000,55503,448
2003-03-01 09:24:38.026000,160,fluox,2003-03-01 09:24:38.035000,23889,8
2003-03-01 09:24:38.393000,163,fluoxeti,2003-03-01 09:24:38.403000,23889,8
2003-03-01 09:20:36.887000,159,perc,2003-03-01 09:20:36.908000,7942,5
2003-03-01 10:05:25.639000,162,Thermac,2003-03-01 10:05:25.645000,4921,5
2003-03-01 10:05:24.831000,161,Therma,2003-03-01 10:05:24.837000,4921,5
2003-03-01 10:05:27.383000,169,Thermacare hea,2003-03-01 10:05:27.387000,41,0
2003-03-01 10:05:28.887000,172,Thermacare heat w,2003-03-01 10:05:28.893000,41,0
2003-03-01 10:04:56.126000,164,predniso,2003-03-01 10:04:56.133000,54260,32
2003-03-01 10:04:49.115000,163,Klonopin,2003-03-01 10:04:49.122000,2920,1
2003-03-01 10:06:01.517000,165,alprazolam,2003-03-01 10:06:01.544000,22670,6
2003-03-01 10:05:43.359000,159,ther,2003-03-01 10:05:43.375000,51843,120
2003-03-01 10:05:44.502000,164,lorazepam,2003-03-01 10:05:44.518000,16475,8
2003-03-01 10:05:40.520000,156,t,2003-03-01 10:05:40.573000,63842,1845
2003-03-01 10:05:44.232000,160,therm,2003-03-01 10:05:44.245000,29355,31
2003-03-01 10:05:31.208000,175,Thermacare heat wrap,2003-03-01 10:05:31.214000,41,0
2003-03-01 10:02:09.124000,158,DUL,2003-03-01 10:02:09.149000,16160,8
2003-03-01 10:02:10.671000,161,DULCOL,2003-03-01 10:02:10.678000,3562,3
2003-03-01 10:02:12.846000,166,DULCOLAX TA,2003-03-01 10:02:12.851000,41,0
2003-03-01 09:59:16.048000,165,alprazolam,2003-03-01 09:59:16.082000,22670,6
2003-03-01 10:02:46.259000,163,sertral,2003-03-01 10:02:46.265000,9279,4
2003-03-01 09:59:47.155000,157,be,2003-03-01 09:59:47.215000,77967,347
2003-03-01 10:02:14.311000,169,DULCOLAX TABLE,2003-03-01 10:02:14.316000,41,0
2003-03-01 10:02:49.219000,177,testosterone cypionate,2003-03-01 10:02:49.231000,6273,4
2003-03-01 10:01:58.103000,157,pr,2003-03-01 10:01:58.139000,78344,946
2003-03-01 10:01:58.784000,158,pro,2003-03-01 10:01:58.809000,50722,392
2003-03-01 10:07:08.309000,164,25 g need,2003-03-01 10:07:08.322000,19358,9
2003-03-01 10:07:05.494000,157,25,2003-03-01 10:07:05.507000,41563,30
2003-03-01 10:08:39.687000,162,zithro,2003-03-01 10:08:39.693000,9538,6
2003-03-01 10:09:34.033000,160,Norco,2003-03-01 10:09:34.042000,3118,1
2003-03-01 10:08:46.605000,165,gabapentin,2003-03-01 10:08:46.613000,23916,11
2003-03-01 10:12:17.231000,157,ci,2003-03-01 10:12:17.254000,74215,205
2003-03-01 10:12:16.927000,156,c,2003-03-01 10:12:17.052000,66451,3853
2003-03-01 10:12:28.889000,157,vy,2003-03-01 10:12:28.904000,21895,11
2003-03-01 10:12:37.138000,161,Flomax,2003-03-01 10:12:37.143000,1299,1
2003-03-01 10:10:16.750000,162,metform,2003-03-01 10:10:16.778000,81350,31
2003-03-01 10:10:31.133000,166,propranolol,2003-03-01 10:10:31.141000,24266,9
2003-03-01 10:10:41.931000,165,guanfacine,2003-03-01 10:10:41.938000,9757,3
2003-03-01 10:10:15.674000,160,metfo,2003-03-01 10:10:15.692000,81350,31
2003-03-01 10:10:14.496000,157,me,2003-03-01 10:10:14.538000,61651,972
2003-03-01 10:10:56.756000,166,propranolol,2003-03-01 10:10:56.763000,24266,9
2003-03-01 10:11:04.136000,157,bu,2003-03-01 10:11:04.187000,113191,897
2003-03-01 10:10:56.095000,164,ibuprofen,2003-03-01 10:10:56.109000,67092,51
2003-03-01 10:11:44.048000,161,clinda,2003-03-01 10:11:44.063000,63095,43
2003-03-01 10:11:09.316000,180,hydrocodone-acetaminophen,2003-03-01 10:11:09.333000,23715,12
2003-03-01 10:11:39.188000,158,cli,2003-03-01 10:11:39.211000,78729,68
2003-03-01 10:11:41.408000,161,Prozac,2003-03-01 10:11:41.413000,3190,1
2003-03-01 10:11:48.478000,162,Pristiq,2003-03-01 10:11:48.483000,3249,1
2003-03-01 10:11:46.165000,164,clindamyc,2003-03-01 10:11:46.183000,63095,43
2003-03-01 09:59:57.005000,160,cipr,2003-03-01 09:59:57.012000,27865,17
2003-03-01 10:00:22.088000,164,Synthroid,2003-03-01 10:00:22.093000,12413,1
2003-03-01 10:00:22.085000,164,Synthroid,2003-03-01 10:00:22.092000,12413,1
2003-03-01 10:00:55.308000,165,quetiapine,2003-03-01 10:00:55.401000,23869,5
2003-03-01 10:01:46.313000,156,n,2003-03-01 10:01:46.391000,82609,1909
2003-03-01 10:01:46.461000,157,ni,2003-03-01 10:01:46.483000,88706,234
2003-03-01 10:01:47.629000,162,nizoral,2003-03-01 10:01:47.635000,2134,2
2003-03-01 10:00:49.189000,183,hydrocodone-chlorpheniramine,2003-03-01 10:00:49.200000,5875,4
2003-03-01 10:00:32.858000,164,Synthroid,2003-03-01 10:00:32.865000,12413,1
2003-03-01 10:08:29.454000,164,lorazepam,2003-03-01 10:08:29.471000,16475,8
2003-03-01 10:08:27.071000,157,lo,2003-03-01 10:08:27.095000,61010,265
2003-03-01 10:08:18.046000,156,a,2003-03-01 10:08:18.134000,77258,3487
2003-03-01 10:06:40.263000,159,zofr,2003-03-01 10:06:40.269000,5284,3
2003-03-01 10:06:40.805000,160,zofra,2003-03-01 10:06:40.812000,5284,3
2003-03-01 10:06:29.572000,156,a,2003-03-01 10:06:29.728000,77258,3487
2003-03-01 10:06:29.941000,158,alp,2003-03-01 10:06:29.969000,61208,30
2003-03-01 10:06:31.096000,163,alprazol,2003-03-01 10:06:31.115000,22670,6
2003-03-01 10:02:10.923000,162,DULCOLA,2003-03-01 10:02:10.929000,3562,3
2003-03-01 10:05:38.753000,159,lora,2003-03-01 10:05:38.778000,65636,48
2003-03-01 10:01:40.979000,163,Seroquel,2003-03-01 10:01:40.987000,12330,3
2003-03-01 09:54:07.916000,165,omeprazole,2003-03-01 09:54:07.923000,25436,14
2003-03-01 09:04:26.629000,164,lorazepam,2003-03-01 09:04:26.648000,16475,8
2003-03-01 09:03:53.637000,164,lorazepam,2003-03-01 09:03:53.652000,16475,8
2003-03-01 09:04:11.598000,157,at,2003-03-01 09:04:11.623000,94265,81
2003-03-01 09:04:12.463000,161,ativan,2003-03-01 09:04:12.474000,4673,2
2003-03-01 09:08:48.475000,162,lexapro,2003-03-01 09:08:48.480000,3262,1
2003-03-01 09:07:53.900000,165,dextroamph,2003-03-01 09:07:53.946000,46638,11
2003-03-01 09:07:54.926000,168,dextroampheta,2003-03-01 09:07:54.967000,46638,11
2003-03-01 09:07:43.323000,160,dextr,2003-03-01 09:07:43.370000,83982,194
2003-03-01 09:07:45.399000,162,dextroa,2003-03-01 09:07:45.440000,46638,11
2003-03-01 09:07:48.836000,167,dextroampeta,2003-03-01 09:07:48.841000,41,0
2003-03-01 08:52:52.142000,162,Lexapro,2003-03-01 08:52:52.149000,3262,1
2003-03-01 08:59:18.419000,162,guaifen,2003-03-01 08:59:18.437000,58853,224
2003-03-01 08:58:39.224000,160,robit,2003-03-01 08:58:39.232000,11669,10
2003-03-01 08:59:39.946000,175,Laxative (bisacodyl),2003-03-01 08:59:39.952000,12550,11
2003-03-01 08:58:46.989000,159,lipi,2003-03-01 08:58:46.996000,9164,6
2003-03-01 08:57:51.724000,159,tami,2003-03-01 08:57:51.731000,3861,2
2003-03-01 08:57:52.051000,161,tamifl,2003-03-01 08:57:52.058000,3861,2
2003-03-01 08:58:43.157000,158,gui,2003-03-01 08:58:43.162000,3772,4
2003-03-01 08:58:47.244000,157,ga,2003-03-01 08:58:47.263000,78354,148
2003-03-01 08:59:06.415000,165,robitussin,2003-03-01 08:59:06.423000,11669,10
2003-03-01 08:59:18.075000,160,guaif,2003-03-01 08:59:18.130000,58853,226
2003-03-01 08:59:19.349000,165,guaifenise,2003-03-01 08:59:19.354000,41,0
2003-03-01 08:55:25.391000,165,fluoxetine,2003-03-01 08:55:25.397000,23889,8
2003-03-01 08:55:57.205000,157,gu,2003-03-01 08:55:57.228000,57924,289
2003-03-01 08:55:58.368000,159,guai,2003-03-01 08:55:58.390000,58728,226
2003-03-01 08:54:52.728000,159,teg,2003-03-01 08:54:52.736000,12956,10
2003-03-01 09:00:19.955000,163,morphine,2003-03-01 09:00:20.020000,91613,28
2003-03-01 09:00:46.594000,160,losar,2003-03-01 09:00:46.601000,12930,4
2003-03-01 09:00:49.026000,160,losar,2003-03-01 09:00:49.032000,12930,4
2003-03-01 09:02:41.147000,163,fentanyl,2003-03-01 09:02:41.226000,107285,21
2003-03-01 09:02:54.250000,162,keflex,2003-03-01 09:02:54.281000,2865,1
2003-03-01 08:54:33.294000,157,qu,2003-03-01 08:54:33.318000,80036,78
2003-03-01 09:41:16.920000,158,oxy,2003-03-01 09:41:16.986000,98462,63
2003-03-01 09:41:11.240000,163,gabapent,2003-03-01 09:41:11.248000,23916,11
2003-03-01 09:42:54.354000,160,morph,2003-03-01 09:42:54.430000,91613,28
2003-03-01 09:42:54.949000,163,morphobo,2003-03-01 09:42:54.954000,41,0
2003-03-01 09:43:05.071000,164,hydrochl,2003-03-01 09:43:05.091000,121063,46
2003-03-01 09:44:12.824000,159,lami,2003-03-01 09:44:12.835000,48605,31
2003-03-01 09:44:18.504000,159,fema,2003-03-01 09:44:18.510000,7624,6
2003-03-01 09:49:07.811000,157,ab,2003-03-01 09:49:07.830000,56467,32
2003-03-01 09:53:08.137000,161,Prozac,2003-03-01 09:53:08.143000,3190,1
2003-03-01 09:54:33.904000,157,la,2003-03-01 09:54:33.934000,81255,570
2003-03-01 09:53:49.815000,156,a,2003-03-01 09:53:49.914000,77258,3487
2003-03-01 09:50:05.670000,165,Effexor XR,2003-03-01 09:50:05.675000,3478,1
2003-03-01 09:52:51.482000,163,Cymbalta,2003-03-01 09:52:51.491000,3390,1
2003-03-01 09:57:14.189000,161,invega,2003-03-01 09:57:14.195000,12981,3
2003-03-01 09:57:19.411000,156,p,2003-03-01 09:57:19.540000,57993,3754
2003-03-01 09:57:30.495000,161,ativan,2003-03-01 09:57:30.504000,4673,2
2003-03-01 09:54:40.275000,162,calciu,2003-03-01 09:54:40.294000,159856,246
2003-03-01 09:56:05.088000,157,zo,2003-03-01 09:56:05.120000,82135,65
2003-03-01 09:55:03.320000,159,well,2003-03-01 09:55:03.326000,8182,5
2003-03-01 09:55:03.553000,161,wellbu,2003-03-01 09:55:03.558000,5313,2
2003-03-01 09:54:45.700000,168,Wellbutrin SR,2003-03-01 09:54:45.707000,3114,1
2003-03-01 09:54:45.777000,168,Wellbutrin SR,2003-03-01 09:54:45.785000,3114,1
2003-03-01 09:54:48.910000,156,t,2003-03-01 09:54:48.968000,63842,1845
2003-03-01 09:56:03.025000,178,triamcinolone acetonide,2003-03-01 09:56:03.033000,26345,18
2003-03-01 09:55:43.102000,161,norcp,2003-03-01 09:55:43.105000,41,0
2003-03-01 09:55:47.180000,161,norco,2003-03-01 09:55:47.186000,3118,1
2003-03-01 09:55:27.338000,170,cyclobenzaprine,2003-03-01 09:55:27.345000,11301,6
2003-03-01 09:55:27.435000,170,cyclobenzaprine,2003-03-01 09:55:27.443000,11301,6
2003-03-01 09:56:37.084000,158,add,2003-03-01 09:56:37.098000,13867,3
2003-03-01 09:49:09.477000,161,abilif,2003-03-01 09:49:09.483000,10053,3
2003-03-01 09:48:55.005000,161,zofran,2003-03-01 09:48:55.011000,5284,3
2003-03-01 09:48:52.994000,157,zo,2003-03-01 09:48:53.036000,82135,65
2003-03-01 09:51:46.166000,157,le,2003-03-01 09:51:46.192000,93105,273
2003-03-01 09:51:46.514000,158,lex,2003-03-01 09:51:46.522000,10475,8
2003-03-01 09:51:47.541000,162,lexapro,2003-03-01 09:51:47.548000,3262,1
2003-03-01 09:58:48.985000,161,invega,2003-03-01 09:58:48.992000,12981,3
2003-03-01 09:58:49.778000,160,huma,2003-03-01 09:58:49.795000,74097,43
2003-03-01 09:58:15.924000,156,h,2003-03-01 09:58:15.978000,63237,1548
2003-03-01 09:59:04.975000,157,li,2003-03-01 09:59:05.003000,82771,404
2003-03-01 09:26:25.032000,161,albut,2003-03-01 09:26:25.040000,18918,12
2003-03-01 09:28:24.784000,167,atorvastatin,2003-03-01 09:28:24.797000,27052,4
2003-03-01 09:35:16.192000,163,tramadol,2003-03-01 09:35:16.221000,20772,11
2003-03-01 09:31:32.471000,158,Val,2003-03-01 09:31:32.500000,96736,53
2003-03-01 09:31:05.747000,166,propranolol,2003-03-01 09:31:05.754000,24266,9
2003-03-01 09:31:29.941000,160,ATIVA,2003-03-01 09:31:29.950000,4673,2
2003-03-01 09:34:55.377000,160,clona,2003-03-01 09:34:55.392000,11579,3
2003-03-01 10:53:38.225000,161,biaxin,2003-03-01 10:53:38.232000,41,0
2003-03-01 10:52:08.071000,158,cym,2003-03-01 10:52:08.077000,3390,1
2003-03-01 10:50:55.660000,162,adderal,2003-03-01 10:50:55.676000,12872,2
2003-03-01 10:53:47.306000,160,supre,2003-03-01 10:53:47.313000,10258,10
2003-03-01 10:53:52.144000,157,lo,2003-03-01 10:53:52.173000,61010,265
2003-03-01 10:54:03.776000,175,loratadine) solution,2003-03-01 10:54:03.782000,41,0
2003-03-01 10:52:11.294000,157,pr,2003-03-01 10:52:11.347000,78344,946
2003-03-01 10:52:12.319000,161,promet,2003-03-01 10:52:12.332000,30707,16
2003-03-01 10:52:12.948000,163,prometha,2003-03-01 10:52:12.959000,28576,15
2003-03-01 10:54:16.109000,168,\oratadine\,2003-03-01 10:54:16.116000,41,0
2003-03-01 10:53:55.252000,165,loratadina,2003-03-01 10:53:55.258000,41,0
2003-03-01 10:54:16.986000,158,flo,2003-03-01 10:54:17.009000,59682,53
2003-03-01 10:53:34.506000,157,bi,2003-03-01 10:53:34.530000,56567,286
2003-03-01 13:50:12.628000,156,m,2003-03-01 13:50:12.714000,61739,2680
2003-03-01 13:49:12.664000,160,neuro,2003-03-01 13:49:12.692000,10396,7
2003-03-01 13:23:25.693000,158,sil,2003-03-01 13:23:25.712000,70062,99
2003-03-01 14:03:07.439000,163,fentanyl,2003-03-01 14:03:07.573000,107285,21
2003-03-01 13:52:42.349000,157,Ad,2003-03-01 13:52:42.387000,76347,390
2003-03-01 13:56:44.698000,162,Viibryd,2003-03-01 13:56:44.704000,3812,2
2003-03-01 13:56:49.184000,184,Tegaderm Transparent Dressing,2003-03-01 13:56:49.191000,5969,5
2003-03-01 13:56:38.435000,174,methylphenidate HCl,2003-03-01 13:56:38.491000,49454,15
2003-03-01 13:56:38.428000,174,methylphenidate HCl,2003-03-01 13:56:38.487000,49454,15
2003-03-01 14:01:17.837000,164,trazodone,2003-03-01 14:01:17.842000,4750,1
2003-03-01 14:01:47.848000,162,adderal,2003-03-01 14:01:47.862000,12872,2
2003-03-01 14:01:47.069000,158,cef,2003-03-01 14:01:47.085000,85383,43
2003-03-01 14:00:41.223000,160,Norco,2003-03-01 14:00:41.241000,3118,1
2003-03-01 14:00:41.312000,160,Norco,2003-03-01 14:00:41.329000,3118,1
2003-03-01 14:00:51.322000,159,xana,2003-03-01 14:00:51.337000,7940,2
2003-03-01 14:00:50.864000,157,xa,2003-03-01 14:00:50.879000,28521,16
2003-03-01 13:59:43.041000,161,concer,2003-03-01 13:59:43.053000,4333,1
2003-03-01 13:59:23.827000,165,gabapentin,2003-03-01 13:59:23.835000,23916,11
2003-03-01 13:59:10.081000,158,gab,2003-03-01 13:59:10.089000,30686,15
2003-03-01 14:01:33.226000,158,lun,2003-03-01 14:01:33.235000,3154,1
2003-03-01 14:01:34.004000,160,lunes,2003-03-01 14:01:34.013000,3154,1
2003-03-01 14:01:38.467000,161,escita,2003-03-01 14:01:38.472000,8022,3
2003-03-01 14:01:48.326000,166,ceftriaxone,2003-03-01 14:01:48.332000,8760,3
2003-03-01 14:01:22.307000,164,lorazepam,2003-03-01 14:01:22.325000,16475,8
2003-03-01 13:54:03.668000,169,Sertraline 100,2003-03-01 13:54:03.674000,41,0
2003-03-01 13:52:33.163000,184,Ibuprofen IB (ibuprofen) tabl,2003-03-01 13:52:33.168000,41,0
2003-03-01 13:54:26.670000,160,norco,2003-03-01 13:54:26.679000,3118,1
2003-03-01 13:54:40.374000,165,sertraline,2003-03-01 13:54:40.381000,9279,4
2003-03-01 13:54:58.436000,164,Lorazpeam,2003-03-01 13:54:58.440000,41,0
2003-03-01 13:55:52.232000,161,cital,2003-03-01 13:55:52.238000,7989,3
2003-03-01 13:55:31.681000,164,lorazepam,2003-03-01 13:55:31.699000,16475,8
2003-03-01 13:57:24.552000,159,fluo,2003-03-01 13:57:24.564000,72006,117
2003-03-01 13:57:18.621000,164,morphine,2003-03-01 13:57:18.682000,91613,28
2003-03-01 14:00:19.001000,162,diprole,2003-03-01 14:00:19.007000,1150,1
2003-03-01 14:01:10.660000,163,Premarin,2003-03-01 14:01:10.663000,6553,2
2003-03-01 14:01:22.370000,164,lorazepam,2003-03-01 14:01:22.385000,16475,8
2003-03-01 13:58:31.915000,164,morphine,2003-03-01 13:58:31.968000,91613,28
2003-03-01 13:54:12.164000,157,li,2003-03-01 13:54:12.193000,82771,404
2003-03-01 13:53:59.690000,157,Se,2003-03-01 13:53:59.714000,58834,387
2003-03-01 13:52:40.923000,186,Advil Liqui-Gel (ibuprofen) cap,2003-03-01 13:52:40.928000,41,0
2003-03-01 13:52:49.239000,175,Dulcolax (bisacodyl),2003-03-01 13:52:49.246000,2528,2
2003-03-01 13:52:17.876000,157,ib,2003-03-01 13:52:17.897000,68406,58
2003-03-01 13:52:29.967000,160,senex,2003-03-01 13:52:29.973000,2221,2
2003-03-01 14:06:18.933000,163,concerta,2003-03-01 14:06:18.941000,4333,1
2003-03-01 14:05:13.042000,162,Azithro,2003-03-01 14:05:13.050000,20365,13
2003-03-01 14:05:21.136000,163,Klonopin,2003-03-01 14:05:21.141000,2920,1
2003-03-01 14:04:48.659000,165,cephalexin,2003-03-01 14:04:48.664000,12095,5
2003-03-01 14:05:57.327000,160,Paxil,2003-03-01 14:05:57.331000,7872,3
2003-03-01 14:05:57.412000,159,clon,2003-03-01 14:05:57.423000,33197,14
2003-03-01 14:05:11.280000,156,A,2003-03-01 14:05:11.376000,77258,3487
2003-03-01 14:05:15.210000,167,Azithromycin,2003-03-01 14:05:15.218000,20365,13
2003-03-01 13:58:40.444000,165,tizanidine,2003-03-01 13:58:40.451000,11144,5
2003-03-01 13:58:21.829000,166,Adderall XR,2003-03-01 13:58:21.839000,6300,1
2003-03-01 13:57:59.662000,160,seroq,2003-03-01 13:57:59.670000,12330,3
2003-03-01 14:04:03.555000,161,ativan,2003-03-01 14:04:03.563000,4673,2
2003-03-01 14:03:58.605000,159,sero,2003-03-01 14:03:58.615000,16225,5
2003-03-01 14:04:05.615000,168,Wellbutrin XL,2003-03-01 14:04:05.622000,2239,1
2003-03-01 14:03:27.818000,158,enn,2003-03-01 14:03:27.823000,41,0
2003-03-01 13:56:16.135000,169,ranitidine HCl,2003-03-01 13:56:16.147000,23989,13
2003-03-01 13:56:19.502000,160,Mobic,2003-03-01 13:56:19.508000,2312,1
2003-03-01 13:53:17.877000,157,we,2003-03-01 13:53:17.885000,22174,15
2003-03-01 13:53:18.678000,162,wellbut,2003-03-01 13:53:18.683000,5313,2
2003-03-01 13:53:18.111000,159,well,2003-03-01 13:53:18.118000,8182,5
2003-03-01 13:06:13.162000,159,adde,2003-03-01 13:06:13.212000,12872,2
2003-03-01 13:12:44.232000,160,sinem,2003-03-01 13:12:44.236000,5010,2
2003-03-01 13:15:29.358000,160,thora,2003-03-01 13:15:29.362000,41,0
2003-03-01 13:15:03.537000,163,Adipex-P,2003-03-01 13:15:03.556000,2170,2
2003-03-01 13:14:48.855000,165,adderall x,2003-03-01 13:14:48.864000,6300,1
2003-03-01 13:16:16.983000,159,ativ,2003-03-01 13:16:16.992000,4673,2
2003-03-01 12:56:14.329000,162,adderl,2003-03-01 12:56:14.333000,41,0
2003-03-01 12:56:21.946000,162,Adderal,2003-03-01 12:56:21.966000,12872,2
2003-03-01 12:53:57.080000,163,Klonopin,2003-03-01 12:53:57.087000,2920,1
2003-03-01 12:53:30.009000,162,Xalatan,2003-03-01 12:53:30.014000,1080,1
2003-03-01 12:52:55.231000,163,tramadol,2003-03-01 12:52:55.249000,20772,11
2003-03-01 12:52:55.157000,162,tramado,2003-03-01 12:52:55.173000,20772,11
2003-03-01 12:55:59.758000,160,Norco,2003-03-01 12:55:59.776000,3118,1
2003-03-01 12:56:04.490000,158,rec,2003-03-01 12:56:04.500000,36116,24
2003-03-01 12:56:04.163000,157,re,2003-03-01 12:56:04.196000,69285,660
2003-03-01 12:57:41.067000,165,fluoxetine,2003-03-01 12:57:41.075000,23889,8
2003-03-01 13:19:39.610000,161,sertra,2003-03-01 13:19:39.616000,9279,4
2003-03-01 13:19:33.507000,159,setr,2003-03-01 13:19:33.512000,41,0
2003-03-01 13:19:40.073000,163,sertrali,2003-03-01 13:19:40.080000,9279,4
2003-03-01 13:19:40.333000,164,sertralin,2003-03-01 13:19:40.340000,9279,4
2003-03-01 13:17:29.871000,157,ly,2003-03-01 13:17:29.893000,64636,77
2003-03-01 13:18:23.910000,160,predn,2003-03-01 13:18:23.924000,58436,36
2003-03-01 13:18:04.938000,161,trinte,2003-03-01 13:18:04.944000,2880,1
2003-03-01 13:18:23.094000,158,pre,2003-03-01 13:18:23.118000,67941,413
2003-03-01 13:18:04.443000,159,trin,2003-03-01 13:18:04.450000,13913,9
2003-03-01 13:18:23.580000,159,pred,2003-03-01 13:18:23.600000,59389,37
2003-03-01 13:18:23.013000,157,pr,2003-03-01 13:18:23.050000,78344,946
2003-03-01 13:21:01.034000,165,gabapentin,2003-03-01 13:21:01.044000,23916,11
2003-03-01 13:22:04.365000,161,tobrs,2003-03-01 13:22:04.371000,41,0
2003-03-01 13:20:31.736000,163,beandryl,2003-03-01 13:20:31.741000,41,0
2003-03-01 13:20:35.859000,160,cymba,2003-03-01 13:20:35.866000,3390,1
2003-03-01 13:20:29.943000,160,beand,2003-03-01 13:20:29.948000,41,0
2003-03-01 13:21:48.953000,159,nap,2003-03-01 13:21:48.969000,62582,42
2003-03-01 13:21:53.865000,158,add,2003-03-01 13:21:53.880000,13867,3
2003-03-01 13:20:22.187000,162,skelaxin,2003-03-01 13:20:22.192000,1716,1
2003-03-01 13:20:12.300000,158,ske,2003-03-01 13:20:12.305000,1716,1
2003-03-01 13:20:13.358000,161,Zoloft,2003-03-01 13:20:13.364000,4332,2
2003-03-01 13:20:15.540000,162,skelzxin,2003-03-01 13:20:15.545000,41,0
2003-03-01 13:20:11.846000,156,s,2003-03-01 13:20:11.940000,80753,3569
2003-03-01 13:20:13.993000,162,skelzxi,2003-03-01 13:20:13.999000,41,0
2003-03-01 13:20:39.833000,165,diphenhydr,2003-03-01 13:20:39.851000,59259,125
2003-03-01 13:20:47.906000,162,diazepa,2003-03-01 13:20:47.930000,20385,10
2003-03-01 13:20:49.977000,162,Lexapro,2003-03-01 13:20:49.983000,3262,1
2003-03-01 13:20:39.418000,163,diphenhy,2003-03-01 13:20:39.438000,59407,140
2003-03-01 13:12:03.349000,159,FML,2003-03-01 13:12:03.354000,3358,3
2003-03-01 13:10:14.621000,165,sertraline,2003-03-01 13:10:14.629000,9279,4
2003-03-01 13:11:30.368000,180,hydrocodone-acetaminophen,2003-03-01 13:11:30.388000,23715,12
2003-03-01 13:12:30.836000,167,rosuvastatin,2003-03-01 13:12:30.842000,8834,2
2003-03-01 13:12:29.414000,160,Norco,2003-03-01 13:12:29.423000,3118,1
2003-03-01 13:12:29.475000,160,Norco,2003-03-01 13:12:29.483000,3118,1
2003-03-01 13:16:53.105000,159,lexa,2003-03-01 13:16:53.110000,3262,1
2003-03-01 13:16:53.931000,161,lexapr,2003-03-01 13:16:53.936000,3262,1
